# universe-profile	proofbound
# accepted-plan	docs/plans/P1-flight-recorder-plan.md
# accepted-plan	docs/plans/P5-PROOFBOUND-INTENT-PROVENANCE-v3.md
# accepted-plan	docs/plans/P6-CONSOLIDATION-PLAN-draft2.md
row_id	category	subject	observation	probe	disposition	decision	evidence
C5-020	C5	route:reviews:requirement.reviewed:gates	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-021	C5	route:github:github.workflow_run:projection	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-022	C5	route:github:github.workflow_run:verify	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-023	C5	route:github:github.workflow_run:twin	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-024	C5	route:github:github.workflow_run:gates	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-025	C5	route:github:github.deployment:projection	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-026	C5	route:github:github.deployment:verify	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-027	C5	route:github:github.deployment:twin	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-028	C5	route:github:github.deployment:gates	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-029	C5	route:intent.records:business_decision.recorded:projection	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-030	C5	route:intent.records:business_decision.recorded:verify	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-031	C5	route:intent.records:business_decision.recorded:twin	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-032	C5	route:intent.records:business_decision.recorded:gates	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-033	C5	route:intent.records:requirement.recorded:projection	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-034	C5	route:intent.records:requirement.recorded:verify	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-035	C5	route:intent.records:requirement.recorded:twin	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-036	C5	route:intent.records:requirement.recorded:gates	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-037	C5	route:intent.records:change_intent.recorded:projection	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-038	C5	route:intent.records:change_intent.recorded:verify	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-039	C5	route:intent.records:change_intent.recorded:twin	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-040	C5	route:intent.records:change_intent.recorded:gates	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-041	C5	route:intent.specdir:business_decision.recorded:projection	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-042	C5	route:intent.specdir:business_decision.recorded:verify	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-043	C5	route:intent.specdir:business_decision.recorded:twin	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-044	C5	route:intent.specdir:business_decision.recorded:gates	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-045	C5	route:intent.specdir:requirement.recorded:projection	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-046	C5	route:intent.specdir:requirement.recorded:verify	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-047	C5	route:intent.specdir:requirement.recorded:twin	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-048	C5	route:intent.specdir:requirement.recorded:gates	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-049	C5	route:intent.specdir:change_intent.recorded:projection	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-050	C5	route:intent.specdir:change_intent.recorded:verify	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-051	C5	route:intent.specdir:change_intent.recorded:twin	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C5-052	C5	route:intent.specdir:change_intent.recorded:gates	Registered event route needs consume, ignore, or reject classification with a proving test.	artifact:docs/verification/p6-event-route-matrix.md	close-in-P6	—	docs/verification/p6-event-route-matrix.md
C6-001	C6	intent-commit:1d1112df2622abd54f07837335a7805c3c69145d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	docs/verification/p6-intent-coverage.md
C6-002	C6	intent-commit:1e5e96cd25c78f2628e4e9f80fe312c42a240203	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	docs/verification/p6-intent-coverage.md
C6-003	C6	intent-commit:ceeae16e12805ae439ab2823b6071a016176f2a0	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	docs/verification/p6-intent-coverage.md
C6-004	C6	intent-commit:67a3259db7860d44c0494bd30eb60349f564f060	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	docs/verification/p6-intent-coverage.md
C6-005	C6	intent-commit:28d87167f972206e0436db09936038b82350b6b8	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	docs/verification/p6-intent-coverage.md
C6-006	C6	intent-commit:708ad123912f55c3b64514ca59b033b046b59fb5	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	docs/verification/p6-intent-coverage.md
C6-007	C6	intent-commit:1ba2336e310dc7cb1487648fa6a36ac7adc0cff6	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	docs/verification/p6-intent-coverage.md
C6-008	C6	intent-commit:7046b425d6de32062a451e574f8c6372aff167b7	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	docs/verification/p6-intent-coverage.md
C6-009	C6	intent-commit:7bb9a66df00ce4c5e1acc7a418db412884dcbcdf	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	docs/verification/p6-intent-coverage.md
C6-010	C6	active-requirements	Current self-hosted intent state needs complete exact-revision enumeration and proof.	artifact:docs/verification/p6-requirement-review.md	close-in-P6	—	docs/verification/p6-requirement-review.md
C6-011	C6	active-obligations	Current self-hosted intent state needs complete exact-revision enumeration and proof.	artifact:docs/verification/p6-requirement-review.md	close-in-P6	—	docs/verification/p6-requirement-review.md
C6-012	C6	exact-revision-reviews	Current self-hosted intent state needs complete exact-revision enumeration and proof.	artifact:docs/verification/p6-requirement-review.md	close-in-P6	—	docs/verification/p6-requirement-review.md
C6-013	C6	self-hosted-delivery-chain	Current self-hosted intent state needs complete exact-revision enumeration and proof.	artifact:docs/verification/p6-requirement-review.md	close-in-P6	—	docs/verification/p6-requirement-review.md
C7-001	C7	measurement:artifact-authoring-minutes	P5 measurement needs measured, not-recoverable, or not-applicable plus typed provenance.	artifact:docs/verification/p6-measurements-falsifiers.md	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-002	C7	measurement:independent-review-field-change-rate	P5 measurement needs measured, not-recoverable, or not-applicable plus typed provenance.	artifact:docs/verification/p6-measurements-falsifiers.md	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-003	C7	measurement:ambiguous-obligations-preimplementation	P5 measurement needs measured, not-recoverable, or not-applicable plus typed provenance.	artifact:docs/verification/p6-measurements-falsifiers.md	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-004	C7	measurement:false-or-missing-commit-intent-links	P5 measurement needs measured, not-recoverable, or not-applicable plus typed provenance.	artifact:docs/verification/p6-measurements-falsifiers.md	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-005	C7	measurement:verdict-evidence-mismatches	P5 measurement needs measured, not-recoverable, or not-applicable plus typed provenance.	artifact:docs/verification/p6-measurements-falsifiers.md	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-006	C7	measurement:gate-canary-false-block-pass	P5 measurement needs measured, not-recoverable, or not-applicable plus typed provenance.	artifact:docs/verification/p6-measurements-falsifiers.md	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-007	C7	measurement:empty-store-reconstruction-time	P5 measurement needs measured, not-recoverable, or not-applicable plus typed provenance.	artifact:docs/verification/p6-measurements-falsifiers.md	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-008	C7	measurement:provider-mapping-conformance	P5 measurement needs measured, not-recoverable, or not-applicable plus typed provenance.	artifact:docs/verification/p6-measurements-falsifiers.md	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-009	C7	measurement:requirement-review-findings	P5 measurement needs measured, not-recoverable, or not-applicable plus typed provenance.	artifact:docs/verification/p6-measurements-falsifiers.md	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-010	C7	falsifier:chain-maintenance-cost	P5 falsifier needs false, fired, or indeterminate plus typed provenance and triggered action.	p5-result:falsifier:chain-maintenance-cost	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-011	C7	falsifier:artifact-role-confusion	P5 falsifier needs false, fired, or indeterminate plus typed provenance and triggered action.	p5-result:falsifier:artifact-role-confusion	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-012	C7	falsifier:subjective-obligation-outcomes	P5 falsifier needs false, fired, or indeterminate plus typed provenance and triggered action.	p5-result:falsifier:subjective-obligation-outcomes	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-013	C7	falsifier:old-meaning-reconstruction	P5 falsifier needs false, fired, or indeterminate plus typed provenance and triggered action.	p5-result:falsifier:old-meaning-reconstruction	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-014	C7	falsifier:applicability-boundary	P5 falsifier needs false, fired, or indeterminate plus typed provenance and triggered action.	p5-result:falsifier:applicability-boundary	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-015	C7	falsifier:foreign-provider-schema-change	P5 falsifier needs false, fired, or indeterminate plus typed provenance and triggered action.	p5-result:falsifier:foreign-provider-schema-change	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C7-016	C7	falsifier:requirement-review-rubber-stamp	P5 falsifier needs false, fired, or indeterminate plus typed provenance and triggered action.	p5-result:falsifier:requirement-review-rubber-stamp	close-in-P6	—	docs/verification/p6-measurements-falsifiers.md
C8-001	C8	fresh-clone-linux	A fresh Linux clone needs check, double sync, verify, rebuild equality, and self-hosted reports.	artifact:docs/verification/p6-fresh-clone-linux.md	close-in-P6	—	docs/verification/p6-fresh-clone-linux.md
C8-002	C8	platform-windows	Windows scripts imply a platform path that needs a real Windows run or an accepted narrowing decision.	artifact:docs/verification/p6-windows-platform.md	close-in-P6	—	docs/verification/p6-windows-platform.md
C8-003	C8	artifact-integrity	Verdict digests, commit references, and acceptance artifact paths need a complete integrity audit.	artifact:docs/verification/p6-artifact-integrity.md	close-in-P6	—	docs/verification/p6-artifact-integrity.md
C8-004	C8	vision-progress-assessment	The motivating vision-progress assessment is only in ignored local status and needs preservation or classification.	artifact:docs/verification/p6-vision-progress-assessment.md	close-in-P6	—	docs/verification/p6-vision-progress-assessment.md
C8-005	C8	snapshot-provider	The conditional snapshot provider is skipped for P6 and retained for P7+.	decision-skip:docs/decisions/VD-p6-consolidation-2026-09-12.md:snapshot-provider	defer-to-P7	docs/decisions/VD-p6-consolidation-2026-09-12.md	docs/decisions/VD-p6-consolidation-2026-09-12.md
C6-014	C6	intent-commit:4c54a707b531b680095c714a89de4fa7f3efb437	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:4c54a707b531b680095c714a89de4fa7f3efb437,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-015	C6	intent-commit:cce0a5d46eba40e934d26bffcac9df69f902d5c9	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:cce0a5d46eba40e934d26bffcac9df69f902d5c9,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-016	C6	intent-commit:dd6154e7824cceb9b21656de0764b2ee60876e7d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:dd6154e7824cceb9b21656de0764b2ee60876e7d,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-017	C6	intent-commit:908d03a37ef2420d0aa05bab002d5651769a9310	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:908d03a37ef2420d0aa05bab002d5651769a9310,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-018	C6	intent-commit:7fd328d005aa9de3674bd0f9228cbe1b2eb848eb	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:7fd328d005aa9de3674bd0f9228cbe1b2eb848eb,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-019	C6	intent-commit:7d840ba33b27b4f77a5f2a189bbeceb86ed2c84c	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:7d840ba33b27b4f77a5f2a189bbeceb86ed2c84c,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-020	C6	intent-commit:4de1439bd8d986b3567dc010643642b9cd5cff93	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:4de1439bd8d986b3567dc010643642b9cd5cff93,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-021	C6	intent-commit:2d35faa061020b56d0a68a78976802a1bfb04eef	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:2d35faa061020b56d0a68a78976802a1bfb04eef,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-022	C6	intent-commit:d4b240cbe4701c241950ae980dd0ddf1c946f6e7	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:d4b240cbe4701c241950ae980dd0ddf1c946f6e7,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-023	C6	intent-commit:a128ac0987238eb3919b86464c0a54aa054e4e5c	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:a128ac0987238eb3919b86464c0a54aa054e4e5c,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-024	C6	intent-commit:8e287acbf3c0ebb8eb016e2b0ad70bb4d4c1b27b	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:8e287acbf3c0ebb8eb016e2b0ad70bb4d4c1b27b,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-025	C6	intent-commit:0729da5fbb4b1509ef0fa600090ac9ff2d8ee2a4	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:0729da5fbb4b1509ef0fa600090ac9ff2d8ee2a4,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-026	C6	intent-commit:287e1e7c4ce29935e4409302868b26d1e4934a27	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:287e1e7c4ce29935e4409302868b26d1e4934a27,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-027	C6	intent-commit:5e17c9524ef1c02270baa0dedcd6dfa1524e01a7	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:5e17c9524ef1c02270baa0dedcd6dfa1524e01a7,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-028	C6	intent-commit:8ccf593eaf795d631564304c1e221d20a64325cc	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:8ccf593eaf795d631564304c1e221d20a64325cc,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-029	C6	intent-commit:8c1381e0fdd7c7614d8c63f8af46ad66398a9c96	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:8c1381e0fdd7c7614d8c63f8af46ad66398a9c96,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-030	C6	intent-commit:e169b63569be05b7613b7e16f171fdf650ec3ea7	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:e169b63569be05b7613b7e16f171fdf650ec3ea7,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-031	C6	intent-commit:d3a78ac6067175c8b42b087b85b435364551ad02	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:d3a78ac6067175c8b42b087b85b435364551ad02,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-032	C6	intent-commit:c4c9ebaaa7556bf51d7dabe9d549b0e782a809a9	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:c4c9ebaaa7556bf51d7dabe9d549b0e782a809a9,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-033	C6	intent-commit:ddbccbc5dd2969798a0fb906a43aa9e268a0cd14	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:ddbccbc5dd2969798a0fb906a43aa9e268a0cd14,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-034	C6	intent-commit:a5383b947ecc304d49d6969aea83821bc828ab63	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:a5383b947ecc304d49d6969aea83821bc828ab63,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-035	C6	intent-commit:e1bb67df7ed24109c095d2a9720767fbc8612d83	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:e1bb67df7ed24109c095d2a9720767fbc8612d83,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-036	C6	intent-commit:3810a851f7e12c7e954c719de9e9c1201f5b6d6f	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:3810a851f7e12c7e954c719de9e9c1201f5b6d6f,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-037	C6	intent-commit:81380334d068c23e1a139b3b3a11620d3f5a0546	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:81380334d068c23e1a139b3b3a11620d3f5a0546,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-038	C6	intent-commit:10fa22c6b1246b3cf771c7d407901a4b5fd6c610	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:10fa22c6b1246b3cf771c7d407901a4b5fd6c610,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-039	C6	intent-commit:fd8fc2b29a9c3333856bd69752d64577f2c13eaa	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:fd8fc2b29a9c3333856bd69752d64577f2c13eaa,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-040	C6	intent-commit:33bc32bca4a9464924379d758f394e65782d260b	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:33bc32bca4a9464924379d758f394e65782d260b,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-041	C6	intent-commit:5ddaed05b5ef88403ad6c325053129cabd489f81	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:5ddaed05b5ef88403ad6c325053129cabd489f81,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-042	C6	intent-commit:dc7d587e2b2dede5ce857dfe2616798a587b3839	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:dc7d587e2b2dede5ce857dfe2616798a587b3839,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-043	C6	intent-commit:423e74a50a3fb5d60a629eded223c74fb6a449f2	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:423e74a50a3fb5d60a629eded223c74fb6a449f2,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-044	C6	intent-commit:f46606d9fecb12fadd3c8c76b9282bf3ff057871	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:f46606d9fecb12fadd3c8c76b9282bf3ff057871,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-045	C6	intent-commit:a26f3e56c33f00dcd0769ccf36e09987fad33971	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:a26f3e56c33f00dcd0769ccf36e09987fad33971,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-046	C6	intent-commit:33c8632e650a0cdebc8c7027781c56749dadaa4f	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:33c8632e650a0cdebc8c7027781c56749dadaa4f,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-047	C6	intent-commit:879f04d3f303b794492e5917ffa5d4708f3f47e3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:879f04d3f303b794492e5917ffa5d4708f3f47e3,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-048	C6	intent-commit:1a3dbaa44fac6d7ab997d9e884f2cd0f01dc7c9c	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:1a3dbaa44fac6d7ab997d9e884f2cd0f01dc7c9c,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-049	C6	intent-commit:f6c2030ea462f9e1a3059ee2f8d5ac661cd50711	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:f6c2030ea462f9e1a3059ee2f8d5ac661cd50711,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
